,title,body,rating,product
916,Delivered on time,I have been using the same mouse for years now. Works perfectly.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
917,Just fine for regular use.,Just fine for regular use. What else one want with this product?,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
918,Good Product,It is working Very well,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
919,Good,Perfectly working... Worth buying,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
920,Good quality for reasonable price.,Very nice product. Go for it!,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
921,Good,Very good,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
922,Review,"Quality is not up to the mark, Dell mouse means should have been better Quality.",2.0,Dell MS116 1000DPI USB Wired Optical Mouse
923,Good,Good product and usable.,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
924,Ergonomic & value for money device,Ergonomic & value for money device,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
925,It's fine,It's fine,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
926,Awesome,No issues,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
927,Best,nice and good product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
928,Best mouse,This product is easy to use for me. Its best gaming mouse for me. Please buy this mouse.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
929,Nice one so far,Works its intended fucntion..working well so far,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
930,Down to the mark,Good product as oer the price but perfect  for professional work or regular operations.,1.0,Dell MS116 1000DPI USB Wired Optical Mouse
931,value for money,good product,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
932,Five Stars,Dell is the brand to go for Keyboards and mouse.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
933,Awesome 👍,"At this prize, excellent !",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
934,Good,It's good but cost is high,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
935,GOOD,NA,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
936,Good mouse,Best handlingI like this model mouse only,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
937,Good and useful,Good and useful,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
938,Simple & Sweet,Nice design. Nice working.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
939,Good product,Good product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
940,Basic mouse,"Suits Dell laptop as described, basic mouse and very reasonably priced",4.0,Dell MS116 1000DPI USB Wired Optical Mouse
941,Good,Nice product.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
942,Good Quality,Good quality,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
943,Best for normal L,"This is good for normal and office use at this price range, delivery was fast.",4.0,Dell MS116 1000DPI USB Wired Optical Mouse
944,Not working properly,If I click right button it perform as left button and vice versa,2.0,Dell MS116 1000DPI USB Wired Optical Mouse
945,Old product delivered,"The media could not be loaded.
                




   Dislike. I have got a old product instead of new one",1.0,Dell MS116 1000DPI USB Wired Optical Mouse
946,Good product,Original and good product. Worth money.,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
947,Good,This is a good product but I purchase 299₹ in Amazon's prime members and free delivery,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
948,Overall good,Good one from dell,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
949,Good products,It's Really good to use..,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
950,Good !!,Good !!,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
951,Good with 3 years warranty,Easy to handle. Good product from DELL,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
952,Nice,Nice product!  Comfortable and easy to use!,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
953,Good Mouse,Dell is a good company.,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
954,Good product,Working good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
955,Good,Good mouse with decent price,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
956,Best,Best working with to warranty 1year,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
957,Nice product,Buy it,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
958,click disfunction,the click is not that comfortable needs to improve,1.0,Dell MS116 1000DPI USB Wired Optical Mouse
959,As good as expected,Good enough for office work.,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
960,Value for Money,Works very well and 3 years Dell warranty.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
961,Great product.,Looks and performance meet my expectation.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
962,Good one,Good one. Fits my hand well,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
963,Great build  quality,Great and compatible,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
964,Good,Good option to use !,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
965,Good quality....,Good product highly recommended I ordered 2nd time..,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
966,Good,Good quality product,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
967,Worth the price,Go for it to use it on any surface,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
968,Nice product,Nice handling,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
969,Great,Old is gold wireless to wired moved and am happy using it,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
970,nice,value of money but warranty is only 1 year,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
971,Value for money,Working really smooth and good. Response with high end games is also nice,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
972,Good Mouse,Nice product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
973,Good simple mouse,Good and easy mouse,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
974,Good for its price!,"Well, got it on offer! Works well!",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
975,Simple and useful,"Sturdy product, easy to hold and manuever",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
976,Economic/Ergonomic,Best daily/office use mouse for the price,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
977,Perfect for office use,Using it for a month and it does it’s job,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
978,Good product,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
979,Nice,Worthy,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
980,So good so far,Comes with scratch card so you can verify online if its a genuine DELL or not. good product!,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
981,Good,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
982,Life of the product.,Improvements needed,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
983,Excellent for everyday use,Good quality & Excellent for everyday use,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
984,Value for money,Nice bass,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
985,Gets the job done,Good value for money. Heavy duty.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
986,IT IS ROBUST,"Dependable, easy and economical.",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
987,Nice products,Nice product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
988,Compact and smooth,It is very light and easy to use.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
989,Very good,Excellent... Don't worry buy it..,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
990,Worthy to buy,It's sooooo smooth and simply it's awesome..Worthy to buy.I love it ❤️,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
991,Nice  look,Nice product,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
992,Best brand,Best product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
993,review,nice product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
994,Superb,Good one,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
995,Worthy,"Review after using for 2 months...still it's working well...good , worthy u can buy it.",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
996,Easy to operate,Product received as it is described by the seller.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
997,Bad Mouse which did not last even 6 Months,the mouse didnt work after 6 months of usage.. The movement was erratic. No more i will go with dell mouse,1.0,Dell MS116 1000DPI USB Wired Optical Mouse
998,Very poor quality,"Gone with in one month, no build quality",1.0,Dell MS116 1000DPI USB Wired Optical Mouse
999,Good luck,"The media could not be loaded.
                




   Good quality",4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1000,Four Stars,Good product. Value for money.,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1001,Received as shown,Received as shownIn Good Condition,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1002,Good,Good,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1003,Nice product,Nice product. It's plug and play,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1004,good,good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1005,Hardware is of cheap quality. i don't think it ...,Hardware is of cheap quality. i don't think it is a genuine product. i think its a copy of the original.,3.0,Dell MS116 1000DPI USB Wired Optical Mouse
1006,Fantastic Mouse,"The media could not be loaded.
                




   Super light weight, easy to handle , smooth functional.",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1007,Original OEM product,Happy :) Received original OEM product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1008,Durable 🖱️,I'm using it for more than a year.Works fine.Go for it.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1009,Quality product,Good for web browsing and gaming,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1010,Good,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1011,excellent mouse,very smooth working and easy to hold.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1012,Good,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1013,Good product for this price,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1014,Nice,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1015,Good,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1016,Good,Good,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1017,Good mouse,I like the mouse. I have used a good one only.,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1018,Ergonomic!,Great quality. Loved it!,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1019,Good to go,Satisfied product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1020,Superb,Nice,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1021,very good,very good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1022,Dell product is always best,Dell is great brand products,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1023,Good,Good,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1024,Thanks,Nice mouse,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1025,good for daily usage,Ok ok type,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1026,Not good to move,Its ball is not so active. While moving the mouse its not good,3.0,Dell MS116 1000DPI USB Wired Optical Mouse
1027,Dell id the Only Brand I trust for Years.,"I have all the accessories of Dell Only, what else I can say !",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1028,Nice mouse,"Very good, finally relieved from wireless model mouses and enjoy now with wired mouse. Great product",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1029,Good,Good,3.0,Dell MS116 1000DPI USB Wired Optical Mouse
1030,Budget buy,Product is good for study or 9-6 work however not suitable for gamers.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1031,Best choice,Dell products are best no words to say. Its depends upon you how you use it.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1032,I like this product,Amazing,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1033,Great,Great packaging and great product. I liked it.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1034,Buy it,Good product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1035,Great deal,"The media could not be loaded.
                




   Great purchase great 👍👍😊",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1036,Consistent Quality Product,Super performer.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1037,Ease of use,Brand,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1038,Works great,The product is amazing,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1039,Fair,Like,3.0,Dell MS116 1000DPI USB Wired Optical Mouse
1040,worst product ever bought in amaon..didnt work after 4 days,worst product ever bought in amaon..didnt work after 4 days..,1.0,Dell MS116 1000DPI USB Wired Optical Mouse
1041,Good product,The product is of good quality for its price.,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1042,good,good,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1043,Bad experience,Its not good...,2.0,Dell MS116 1000DPI USB Wired Optical Mouse
1044,Easy to hold and free!... maintained technology,"The media could not be loaded.
                




   None of dislikes...",4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1045,Value for the money product with a trusted brand,NA,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1046,It's good one,Na,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1047,Value for money,Works just fine for my day to day use.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1048,Great,Great,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1049,Worth Buying,"Good, light weight, easy to use product. Nicely packed and delivered on time.",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1050,A bargain.,Great product.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1051,Good,Good satisfied,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1052,Good product,Very nice product,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1053,Impressive,Same as expected and as new as from market.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1054,Oki !,Handy but price is high. Pay only for brand,3.0,Dell MS116 1000DPI USB Wired Optical Mouse
1055,Amaazing,Amaazing it's a good product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1056,Good quality,Delivered on time.In good working condition. No issues so far.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1057,good,good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1058,Left button has stopped working,Left button has stopped working with 3 months of purchase. Have to get this checked at service center now.,2.0,Dell MS116 1000DPI USB Wired Optical Mouse
1059,Good,Good mouse and easy to handle,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1060,Good product,Very good 👍,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1061,good mouse,it is very good mouse.,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1062,Best at this price easy to hold and clicks so fast multiple times.,Very compact in hand,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1063,Nice product.,Nice product.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1064,Perfect Mouse,Perfect size with proper grip. Clicks r also solid.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1065,Mouse is good to use but the product I received didn't accept its functioning faster.,Repeated use of click is required. Connectivity pbm.,3.0,Dell MS116 1000DPI USB Wired Optical Mouse
1066,the good quality and reliability....or durability of the product and indeed the practicality,"Good product and easy service, excellent!",4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1067,Good to use,Good to use. And medium in size which is also a plus point,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1068,Average..,Average..,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1069,Good,Good,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1070,Could be better for easy hold,"Size is bigger than expected whole palm hand is getting covered,also making a noise while clicking. Otherwise product is good",3.0,Dell MS116 1000DPI USB Wired Optical Mouse
1071,NICE,good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1072,Best economic mouse. Good office mouse.,Best mouse,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1073,working fine,working fine,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1074,Good Product,Good Quality,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1075,Light and perfect size,Running smooth and perfect.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1076,"Handy, prices.",Best product for daily use,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1077,Easy to use,Very convenient to handle.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1078,Woww. Just go for it.,"Easy to handle, compact, fast and worthy. Also, it is quite genuine as they have pass code to check if is genuine.",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1079,Unbalanced,Unbalanced. Right click sounds different and hard pushing,1.0,Dell MS116 1000DPI USB Wired Optical Mouse
1080,Best product value of money,Best product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1081,Very bed quality,Very bed quality,1.0,Dell MS116 1000DPI USB Wired Optical Mouse
1082,Nice one,I love it,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1083,Review,Good,3.0,Dell MS116 1000DPI USB Wired Optical Mouse
1084,Horrible product!!!!!!,It's not good to hold.It doesn't work well.,1.0,Dell MS116 1000DPI USB Wired Optical Mouse
1085,good for those who work from home.,nice product and also reasonable price 👍,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1086,Simple design. Good product I price range.,I really like the long wire and rest everything also good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1087,Good products,Good products and nominally price,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1088,Compact mouse,It's very useful for regular use.,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1089,Good,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1090,Awesome product.,Awesome mouse. The clicks of the mouse is too gud. I like the product build quality.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1091,Value for money,Good product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1092,Very Good considering the price point,Very smooth for everyday use,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1093,little bit expensive than offline market,good to use,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1094,Great mouse,Great mouse,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1095,Simple n Nice,Mast n Easy,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1096,"Good mouse, but not for gaming","Good mouse, but not for gaming",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1097,Good product..,Packaging is quite good.. However the products seem very good on the first hand experience.. Hope for the best and long lasting products by Dell.,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1098,Works on any surface,Work on every surface. Nice,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1099,Good,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1100,Overall this products is excellant,Like,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1101,Value for money,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1102,Good,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1103,Good mouse,Good,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1104,Good.,Goodclick buttons are hard though.,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1105,Great product just go for it,Don't consider negativity,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1106,Superb Product,Wow,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1107,Good,Good,3.0,Dell MS116 1000DPI USB Wired Optical Mouse
1108,Awesome Product,"Have been using for 2months. It is good as expected. Without having a second thought, go for it😍",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1109,Perfect,Brand says it all. No complaints,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1110,Super,Super,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1111,Nice product,Excellent product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1112,Good,Long chord,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1113,"Smooth and efficient , design okay",Design okay.. smooth click click sound is might discomfort!!,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1114,This is Cheap and best product.,This is a Cheap and best product. Nice quality.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1115,nice,Very good product to use,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1116,Not as expected,Not fast movement,3.0,Dell MS116 1000DPI USB Wired Optical Mouse
1117,Value for money,"Awesome product,have nice finishing....",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1118,Good buy!,"Works well, comfortable to use. Exactly what is mentioned.They have provided an Authentic Dell Product card, which I am glad about.",4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1119,Love the design.,I like its minimalist design.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1120,It is very best mouse and quality,It is best mouse for computer and best quality,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1121,Best all rounder mouse for daily use,Best mouse for this segment and works very well,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1122,Value buy,Really handy to use but not high speed mouse,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1123,Good,Lengthy wire,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1124,Nice mouse!,This is a good basic mouse for that cost!,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1125,High quality,Gd quality,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1126,Recommended,Very comfortable to use,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1127,Good one,Very smooth and  comfortable,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1128,Very bad,Very good mouse. Easy to use,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1129,Value for money,It Totally justify its price,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1130,Nice product,Good build quality long wire,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1131,Good product,Nothing,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1132,Amazing product.,"Very good , smooth easy good for holding light. Very nice",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1133,Worth for money,Nice product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1134,Good product,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1135,Nice,Easy to use,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1136,Good purchase,Good purchase,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1137,👍 good product,Easy to use: scroll as well as clicks...loved it 😊,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1138,Very good,Cheap and best in the mouse i have purchased so far,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1139,Good,Good,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1140,Overall Good.,The Quality is Good.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1141,Best mouse under 500,"Compared to other cheap wired mouse, this is best below 500",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1142,Nice,Very good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1143,Must fir office laptops.,I am using daily in office with laptop. This is very much comfortable.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1144,Good,"better mouse , easy to use, not covering palm due to less height",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1145,good,durable,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1146,Good product,Good product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1147,Good for average sized hands,Satisfactory so far. Has a long cord and might be a little uncomfortable for small hands.,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1148,Looks a little cheap but it's very good,Looks and sounds like cheap material and sounds loud clicks but good to work very smooth,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1149,good,Ease of use.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1150,Used product received,Used product received also scroller not working.,1.0,Dell MS116 1000DPI USB Wired Optical Mouse
1151,Easy to use,Good for money.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1152,Acha hai,Thik thak chal raha hai....value for money,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1153,The best mouse for working,The best mouse for working,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1154,Good mouse,Good mouse. good to handle,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1155,Good,Nice product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1156,Nice product 👍,Nice mouse as described and recommend seller good follow up,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1157,Nice product,"The media could not be loaded.
                




   Thank you amazon",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1158,Good performance,Its a good mouse for all. I really like it.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1159,Nice Product,Go for it,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1160,Nice product,Use for office work,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1161,Good purchase,Easy to use,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1162,value for money,easy to use,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1163,Professional Mouse to use👍,Professional Mouse to use👍,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1164,Perfect for use,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1165,Nice,Nice,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1166,Nice,Nice,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1167,Nice,Nice,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1168,Good,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1169,Good,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1170,Good product,I liked it,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1171,Gud,Gud,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1172,Excellent product,Very comfortable to hold for long working hours.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1173,Superb,Good one in low budget,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1174,Easy to use and Light weight,This Mouse is really useful for my works,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1175,Excellent Product,very nice quality,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1176,It's good,It's good and comfortable to use,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1177,Good quality,Good quality product and durable,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1178,Very good mouse for official use,Very good mouse for official use,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1179,Dell hai mumkin hai😂,Good quality,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1180,Four Stars,"It is good, and worth the amount (Rs. 205).",4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1181,Good,Good Quality,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1182,Dell name is enough,Worth every single penny,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1183,Good mouse,This mouse is excellent for daily operation. But this is not meant for gaming.,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1184,Happy,Excellent,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1185,A value for money product,I like it,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1186,Quality,Most super quality,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1187,but not very comfortable in,"Product is OK, but not very comfortable in size",4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1188,worth on money,"As the price is cheaper, as the product is good",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1189,Great product. Original Branded.,Great product. Same as Described.Original Dell product.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1190,Good,Great item,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1191,Quick response,smooth device .. very nice met my expectation,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1192,Stopped working after 6 months,Nice product but ergonomics are not good,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1193,Must buy!,Very good and budget friendly product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1194,Must buy if you are looking for a budget mouse,Very good product in this price range,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1195,"worth to buy, great product","worth to buy, great product. Must buy",4.0,Dell MS116 1000DPI USB Wired Optical Mouse
